animal_id,species,age,breed,previous_mastitis,lactation,milk_production,abnormal_milk,clots_flakes,watery_milk,color_change,udder_swelling,udder_heat,udder_pain,udder_redness,udder_hardness,somatic_cell_count,milk_conductivity,milk_ph,mastitis
BOV-1428,Cow,5,Sahiwal,No,4,decreased,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,1089862,6.53,6.86,1
BOV-1429,Cow,3,Gir,Don't Know,2,normal,No,No,No,No,No,Yes,No,No,No,70525,5.58,6.4,0
BOV-1430,Cow,7,Jersey,No,5,decreased,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,2345558,7.46,7.2,1
BOV-1431,Buffalo,5,Murrah,No,4,normal,No,No,No,No,No,No,Don't Know,No,Yes,137190,5.23,6.44,0
BOV-1432,Cow,7,Crossbred,No,5,decreased,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2479860,6.7,7.2,1
BOV-1433,Cow,4,Gir,Yes,2,normal,No,No,No,No,No,No,No,No,No,95790,5.27,6.59,0
BOV-1434,Cow,7,Gir,No,5,normal,No,No,No,No,No,Yes,Don't Know,No,Yes,112727,5.15,6.59,0
BOV-1435,Cow,3,Sahiwal,No,1,normal,No,No,No,No,No,Don't Know,No,No,No,192160,5.21,6.69,0
BOV-1436,Cow,3,Holstein,No,1,normal,Yes,No,No,No,No,No,No,No,No,90032,4.78,6.48,0
BOV-1437,Buffalo,10,Jafarabadi,Yes,8,decreased,No,No,Yes,Yes,Yes,Don't Know,Yes,No,No,769134,7.11,6.94,1
BOV-1438,Cow,8,Gir,No,7,decreased,No,No,No,No,No,No,Don't Know,No,No,110376,5.09,6.65,0
BOV-1439,Cow,4,Jersey,No,2,decreased,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,2257531,8.76,7.15,1
BOV-1440,Cow,2,Crossbred,No,1,normal,No,No,Yes,No,No,No,Don't Know,No,No,101103,5.43,6.45,0
BOV-1441,Buffalo,9,Local,No,8,decreased,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1382781,8.57,7.2,1
BOV-1442,Cow,7,Holstein,No,5,normal,No,No,No,No,No,Don't Know,No,No,No,83037,5.14,6.51,0
BOV-1443,Cow,8,Jersey,Yes,6,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,1898055,7.28,6.9,1
BOV-1444,Buffalo,10,Local,Yes,8,normal,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,2410970,8.78,7.21,1
BOV-1445,Buffalo,6,Jafarabadi,Don't Know,5,normal,No,No,No,No,No,No,No,No,No,73524,5.04,6.65,0
BOV-1446,Buffalo,2,Local,Yes,1,normal,No,No,No,No,No,No,No,No,No,89214,5.02,6.66,0
BOV-1447,Buffalo,11,Jafarabadi,Don't Know,8,decreased,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1781541,7.65,7.05,1
BOV-1448,Cow,8,Gir,No,6,decreased,No,No,No,No,No,No,Yes,No,No,109837,4.83,6.4,0
BOV-1449,Cow,6,Sahiwal,Yes,5,normal,No,No,No,No,No,No,No,No,No,123423,5.37,6.67,0
BOV-1450,Buffalo,4,Jafarabadi,Yes,3,normal,No,No,No,No,No,No,Don't Know,No,Yes,156414,4.6,6.59,0
BOV-1451,Cow,10,Holstein,Yes,8,normal,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1388016,7.22,7.31,1
BOV-1452,Cow,2,Gir,Don't Know,1,normal,No,No,No,No,No,No,No,No,No,145609,4.95,6.6,0
BOV-1453,Buffalo,2,Murrah,No,1,normal,No,No,No,No,No,No,Don't Know,No,No,186192,4.5,6.62,0
BOV-1454,Cow,2,Gir,No,1,normal,No,No,No,No,No,No,No,No,No,127342,5.17,6.48,0
BOV-1455,Cow,4,Jersey,No,3,decreased,No,No,No,No,No,Yes,No,No,No,50164,4.6,6.63,0
BOV-1456,Cow,7,Holstein,Yes,5,decreased,Yes,Yes,No,No,No,Yes,Yes,Yes,No,2441542,7.76,6.98,1
BOV-1457,Cow,11,Jersey,No,8,decreased,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2249499,8.57,6.81,1
BOV-1458,Cow,4,Jersey,Yes,2,decreased,Yes,Yes,No,No,Yes,No,No,Yes,Yes,474855,7.17,7.23,1
BOV-1459,Cow,9,Crossbred,No,8,decreased,No,Yes,Yes,No,Yes,Yes,No,Yes,No,1845237,8.63,7.29,1
BOV-1460,Cow,11,Holstein,No,8,decreased,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,1138739,6.92,7.04,1
BOV-1461,Cow,3,Holstein,No,2,normal,No,No,No,No,No,Don't Know,No,No,No,134068,4.72,6.48,0
BOV-1462,Cow,10,Holstein,No,8,normal,No,No,No,No,No,No,No,No,No,76156,5.22,6.46,0
BOV-1463,Cow,4,Holstein,No,2,decreased,No,No,No,No,No,Yes,Yes,No,No,1299332,7.78,7.05,1
BOV-1464,Buffalo,6,Murrah,Don't Know,4,normal,No,No,No,No,No,Don't Know,No,No,No,88274,5.73,6.51,0
BOV-1465,Cow,11,Crossbred,No,8,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2041626,7.34,7.14,1
BOV-1466,Cow,9,Gir,Yes,7,normal,No,No,No,No,No,No,Don't Know,No,No,61440,4.62,6.53,0
BOV-1467,Buffalo,3,Local,No,2,decreased,No,No,No,No,No,No,No,No,No,164798,5.77,6.64,0
BOV-1468,Cow,7,Jersey,Yes,6,normal,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2154776,9.02,7.25,1
BOV-1469,Buffalo,6,Murrah,Yes,5,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1696837,7.09,7.09,1
BOV-1470,Cow,11,Gir,Don't Know,8,normal,No,No,No,No,No,No,No,No,No,149606,5.47,6.45,0
BOV-1471,Buffalo,10,Jafarabadi,No,8,normal,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,1454282,6.59,7.17,1
BOV-1472,Cow,6,Jersey,Don't Know,5,normal,No,No,No,No,No,No,Yes,No,No,90467,5.25,6.46,0
BOV-1473,Buffalo,3,Murrah,No,2,normal,No,No,No,No,No,No,No,No,No,51677,4.89,6.59,0
BOV-1474,Cow,6,Sahiwal,No,4,normal,No,No,Yes,No,No,No,No,No,No,77220,5.57,6.67,0
BOV-1475,Buffalo,5,Local,Yes,4,decreased,Yes,Yes,No,No,Yes,Yes,No,No,No,2480267,7.02,6.85,1
BOV-1476,Cow,8,Gir,Yes,7,normal,No,No,No,No,No,Don't Know,No,No,No,52451,5.3,6.42,0
BOV-1477,Cow,7,Jersey,No,6,decreased,No,No,No,No,No,No,No,No,No,137994,5.14,6.52,0
BOV-1478,Buffalo,3,Local,No,1,normal,No,No,No,No,No,No,Don't Know,No,No,146998,5.47,6.67,0
BOV-1479,Cow,6,Gir,No,5,normal,Yes,No,No,No,Yes,Don't Know,Don't Know,No,Yes,861571,6.79,7.06,1
BOV-1480,Cow,8,Crossbred,No,6,decreased,No,No,No,No,No,No,No,No,No,179645,5.65,6.66,0
BOV-1481,Cow,8,Sahiwal,Yes,7,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,718798,7.73,7.29,1
BOV-1482,Cow,6,Gir,No,5,normal,No,No,No,No,No,No,Don't Know,No,No,111537,5.62,6.56,0
BOV-1483,Cow,10,Gir,No,8,decreased,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,477516,7.64,6.91,1
BOV-1484,Cow,5,Holstein,Yes,4,decreased,No,No,No,No,No,No,No,No,No,173411,5.06,6.69,0
BOV-1485,Buffalo,4,Murrah,No,3,decreased,Yes,No,Yes,No,No,Yes,No,No,No,1479718,6.95,7.22,1
BOV-1486,Cow,5,Holstein,No,3,normal,No,No,No,No,No,No,No,No,No,135424,5.34,6.54,0
BOV-1487,Cow,6,Jersey,Yes,4,normal,No,No,No,No,No,No,No,No,No,158758,4.63,6.65,0
BOV-1488,Buffalo,7,Murrah,No,5,normal,No,No,No,No,No,No,No,No,No,124599,5.43,6.68,0
BOV-1489,Buffalo,4,Jafarabadi,Don't Know,2,decreased,No,No,No,No,No,No,No,No,No,57042,5.28,6.64,0
BOV-1490,Cow,3,Holstein,Yes,1,decreased,No,Yes,No,No,No,Yes,Yes,No,Yes,571643,8.28,7.33,1
BOV-1491,Cow,5,Sahiwal,No,4,normal,No,No,No,No,No,No,No,No,No,153451,4.5,6.41,0
BOV-1492,Cow,6,Gir,Yes,4,decreased,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,2069841,7.64,7.28,1
BOV-1493,Cow,5,Crossbred,No,4,normal,No,No,No,No,No,No,No,No,No,55501,4.69,6.68,0
BOV-1494,Cow,4,Holstein,No,3,normal,No,No,No,No,No,No,No,No,Yes,121351,5.19,6.46,0
BOV-1495,Cow,9,Crossbred,No,8,normal,No,No,No,No,No,Don't Know,No,No,No,105546,4.93,6.53,0
BOV-1496,Cow,11,Holstein,No,8,decreased,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,558702,7.16,7.28,1
BOV-1497,Cow,5,Jersey,No,3,decreased,No,No,No,No,Yes,Don't Know,No,No,No,167354,5.11,6.68,0
BOV-1498,Buffalo,3,Murrah,No,2,normal,No,No,No,No,No,No,No,No,No,132336,4.55,6.45,0
BOV-1499,Buffalo,3,Local,No,1,normal,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1549411,7.24,7.09,1
BOV-1500,Cow,2,Gir,Yes,1,normal,No,No,No,No,No,No,No,No,No,145695,5.45,6.52,0
BOV-1501,Cow,5,Jersey,No,3,decreased,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,2387326,6.63,6.8,1
BOV-1502,Cow,11,Holstein,No,8,decreased,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1394992,6.56,6.81,1
BOV-1503,Buffalo,10,Murrah,Don't Know,8,decreased,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,877139,7.75,7.35,1
BOV-1504,Cow,8,Jersey,Yes,7,decreased,Yes,No,No,No,Yes,Yes,Yes,No,Yes,2163614,8.7,7.12,1
BOV-1505,Cow,11,Jersey,No,8,decreased,Yes,No,No,No,No,No,No,No,No,59559,5.19,6.42,0
BOV-1506,Buffalo,8,Local,No,7,normal,Yes,No,No,Yes,Yes,Don't Know,Yes,No,Yes,1110709,8.01,7.32,1
BOV-1507,Buffalo,8,Jafarabadi,No,6,normal,No,No,No,No,No,No,No,No,No,133222,5.61,6.52,0
BOV-1508,Buffalo,9,Murrah,No,7,decreased,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,1107433,8.28,7.17,1
BOV-1509,Cow,2,Jersey,Yes,1,normal,No,No,No,No,No,Don't Know,No,No,No,98505,4.51,6.46,0
BOV-1510,Cow,11,Crossbred,No,8,normal,No,No,No,No,No,No,No,No,No,89373,5.08,6.6,0
BOV-1511,Cow,11,Jersey,No,8,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,911147,8.87,7.09,1
BOV-1512,Buffalo,9,Jafarabadi,Yes,7,decreased,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,881795,9.06,7.0,1
BOV-1513,Buffalo,5,Nili-Ravi,No,4,normal,No,No,No,No,No,No,No,No,No,107595,4.78,6.67,0
BOV-1514,Cow,5,Crossbred,No,3,normal,No,Yes,No,No,Yes,No,Don't Know,No,No,139507,5.03,6.49,0
BOV-1515,Cow,5,Holstein,Yes,4,decreased,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1533506,7.29,7.21,1
BOV-1516,Cow,7,Gir,Don't Know,6,decreased,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,1013028,8.47,7.3,1
BOV-1517,Buffalo,8,Local,Don't Know,6,normal,No,No,No,No,No,Don't Know,No,No,No,60664,4.79,6.62,0
BOV-1518,Buffalo,7,Local,No,5,normal,No,No,No,No,Yes,Don't Know,Don't Know,No,No,172774,4.9,6.7,0
BOV-1519,Cow,2,Jersey,Yes,1,decreased,No,No,No,No,No,Yes,Don't Know,No,Yes,57222,4.84,6.42,0
BOV-1520,Cow,9,Gir,No,7,decreased,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,947283,7.45,7.37,1
BOV-1521,Cow,11,Crossbred,No,8,normal,No,No,No,No,No,No,No,No,No,130160,4.53,6.58,0
BOV-1522,Buffalo,8,Nili-Ravi,No,6,decreased,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,1991851,6.71,7.19,1
BOV-1523,Buffalo,7,Jafarabadi,No,5,decreased,No,No,No,No,No,No,No,No,No,122301,4.56,6.46,0
BOV-1524,Buffalo,7,Nili-Ravi,No,5,normal,No,No,No,No,No,No,No,No,No,50316,5.66,6.48,0
BOV-1525,Cow,6,Sahiwal,No,5,decreased,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,1746816,7.13,7.34,1
BOV-1526,Cow,7,Gir,No,5,normal,No,No,No,No,No,No,Don't Know,No,No,109567,5.18,6.68,0
BOV-1527,Cow,10,Jersey,No,8,decreased,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,2395170,8.22,6.89,1
BOV-1528,Cow,11,Gir,Don't Know,8,normal,No,No,No,No,No,No,No,No,No,190539,4.76,6.42,0
BOV-1529,Buffalo,10,Nili-Ravi,No,8,normal,No,No,No,No,No,Don't Know,No,No,No,64088,4.67,6.6,0
BOV-1530,Buffalo,11,Jafarabadi,No,8,normal,No,No,No,No,No,No,No,No,No,109632,5.1,6.43,0
BOV-1531,Buffalo,9,Murrah,No,8,decreased,Yes,No,Yes,Yes,Yes,No,Yes,No,No,1975890,8.5,6.95,1
BOV-1532,Buffalo,11,Nili-Ravi,No,8,normal,No,No,No,No,No,No,No,No,No,156083,4.83,6.45,0
BOV-1533,Cow,10,Gir,No,8,decreased,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2073946,7.84,6.98,1
BOV-1534,Buffalo,11,Local,No,8,normal,No,No,No,No,No,No,No,No,No,61816,5.34,6.54,0
BOV-1535,Buffalo,9,Local,No,8,normal,No,Yes,No,No,No,No,No,No,No,134770,5.05,6.69,0
BOV-1536,Buffalo,9,Murrah,No,8,decreased,No,No,No,Yes,No,No,No,No,No,181352,5.78,6.51,0
BOV-1537,Cow,2,Jersey,No,1,normal,No,No,No,No,No,No,No,No,No,180071,5.7,6.51,0
BOV-1538,Cow,11,Gir,Don't Know,8,normal,No,No,No,No,No,Don't Know,Don't Know,No,No,95959,5.42,6.48,0
BOV-1539,Cow,6,Crossbred,Yes,4,normal,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,593986,8.36,6.9,1
BOV-1540,Buffalo,5,Jafarabadi,Yes,4,normal,No,No,No,No,No,No,No,No,No,70384,5.63,6.6,0
BOV-1541,Cow,3,Jersey,No,2,normal,No,No,No,No,No,No,No,No,No,57325,5.37,6.42,0
BOV-1542,Cow,9,Sahiwal,No,7,normal,Yes,No,No,No,No,Don't Know,Yes,No,No,63654,4.85,6.59,0
BOV-1543,Cow,4,Holstein,Yes,2,normal,No,No,No,No,No,No,No,No,No,161286,5.47,6.56,0
BOV-1544,Cow,5,Sahiwal,No,4,normal,No,No,No,No,No,Don't Know,No,No,No,144422,4.79,6.42,0
BOV-1545,Cow,8,Crossbred,No,7,decreased,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,1973763,7.09,6.84,1
BOV-1546,Cow,11,Holstein,Yes,8,decreased,Yes,Yes,Yes,Yes,Yes,Don't Know,Yes,No,No,1955660,7.77,6.93,1
BOV-1547,Cow,10,Crossbred,Don't Know,8,decreased,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,1103284,7.61,7.18,1
BOV-1548,Cow,3,Jersey,Yes,1,decreased,No,No,No,No,No,Don't Know,No,No,No,66650,5.74,6.51,0
BOV-1549,Buffalo,4,Murrah,No,2,decreased,Yes,No,No,No,No,Yes,Yes,No,No,2395400,9.04,7.03,1
BOV-1550,Cow,5,Crossbred,No,3,decreased,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,752073,6.93,6.81,1
BOV-1551,Buffalo,11,Nili-Ravi,Don't Know,8,normal,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,2416218,6.69,7.15,1
BOV-1552,Cow,2,Sahiwal,Yes,1,normal,Yes,No,No,No,No,No,No,No,No,131443,5.27,6.51,0
BOV-1553,Cow,8,Jersey,No,7,decreased,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1547689,8.98,7.21,1
BOV-1554,Buffalo,3,Jafarabadi,No,1,normal,No,No,No,No,No,No,No,No,No,168824,5.49,6.7,0
BOV-1555,Cow,6,Gir,No,5,decreased,No,No,No,No,No,Don't Know,No,No,No,57611,5.06,6.68,0
BOV-1556,Cow,2,Jersey,No,1,decreased,Yes,Yes,Yes,No,Yes,Yes,Don't Know,No,Yes,1061680,8.28,7.3,1
BOV-1557,Cow,4,Jersey,No,2,normal,Yes,No,No,No,No,Yes,No,No,No,83085,4.91,6.69,0
BOV-1558,Buffalo,3,Nili-Ravi,No,2,normal,No,No,No,No,No,Yes,No,No,No,107975,4.54,6.65,0
BOV-1559,Cow,2,Gir,No,1,normal,No,No,No,No,No,No,No,No,No,85646,5.63,6.53,0
BOV-1560,Cow,8,Crossbred,No,6,decreased,No,No,No,No,No,No,Don't Know,No,No,138844,4.79,6.67,0
BOV-1561,Cow,6,Crossbred,No,4,normal,No,No,No,No,No,No,Don't Know,No,No,143544,4.87,6.49,0
BOV-1562,Cow,2,Jersey,Don't Know,1,normal,No,No,No,No,No,Yes,No,No,No,68944,5.33,6.63,0
BOV-1563,Cow,7,Gir,Yes,5,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,986954,8.36,7.35,1
BOV-1564,Cow,6,Gir,Don't Know,4,normal,No,No,No,No,No,No,No,No,No,66736,5.07,6.65,0
BOV-1565,Cow,4,Sahiwal,Yes,3,decreased,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,1106113,6.6,7.02,1
BOV-1566,Cow,8,Crossbred,Yes,7,decreased,No,No,No,No,No,Don't Know,No,No,No,69608,4.85,6.46,0
BOV-1567,Cow,11,Holstein,Yes,8,normal,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1676189,7.68,7.39,1
BOV-1568,Buffalo,10,Murrah,No,8,normal,No,No,No,No,No,No,No,No,No,111562,5.59,6.42,0
BOV-1569,Cow,10,Crossbred,No,8,normal,Yes,Yes,No,No,Yes,Don't Know,No,Yes,Yes,1640064,8.11,6.97,1
BOV-1570,Cow,10,Sahiwal,Yes,8,normal,No,No,No,No,No,No,No,No,No,167184,4.67,6.69,0
BOV-1571,Buffalo,3,Murrah,Yes,1,decreased,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,1586097,8.4,7.05,1
BOV-1572,Cow,4,Sahiwal,Don't Know,3,normal,No,No,No,No,No,No,No,No,No,70677,5.22,6.5,0
BOV-1573,Cow,8,Holstein,No,6,normal,No,No,No,No,No,No,Don't Know,No,No,82331,5.03,6.7,0
BOV-1574,Buffalo,6,Nili-Ravi,No,5,normal,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2383630,8.45,7.21,1
BOV-1575,Buffalo,3,Nili-Ravi,No,1,normal,No,No,No,No,No,No,No,No,No,177553,4.96,6.43,0
BOV-1576,Cow,4,Holstein,No,3,normal,No,No,No,Yes,No,No,No,No,No,185690,5.02,6.61,0
BOV-1577,Buffalo,11,Jafarabadi,Yes,8,decreased,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,2055352,7.45,6.93,1
BOV-1578,Cow,7,Sahiwal,No,5,normal,No,No,No,No,No,Don't Know,No,No,No,67656,5.62,6.57,0
BOV-1579,Cow,8,Crossbred,No,7,decreased,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,1141655,6.83,6.85,1
BOV-1580,Cow,10,Holstein,No,8,decreased,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2303882,6.85,7.37,1
BOV-1581,Buffalo,2,Nili-Ravi,No,1,normal,No,No,No,No,No,No,No,No,No,126611,5.75,6.5,0
BOV-1582,Cow,8,Holstein,Yes,6,normal,No,No,No,No,No,No,No,No,No,179233,5.33,6.68,0
BOV-1583,Cow,9,Gir,No,7,decreased,Yes,No,No,No,Yes,Yes,Yes,No,Yes,1266735,8.39,6.98,1
BOV-1584,Cow,4,Crossbred,No,2,normal,No,No,No,No,No,No,No,No,No,71037,5.41,6.41,0
BOV-1585,Cow,5,Jersey,No,3,normal,No,No,No,No,No,No,Don't Know,No,No,148362,4.87,6.48,0
BOV-1586,Cow,11,Sahiwal,No,8,normal,No,No,No,No,No,No,No,No,No,182500,4.78,6.41,0
BOV-1587,Cow,7,Jersey,No,5,normal,No,No,No,No,No,No,No,No,No,133914,4.97,6.42,0
BOV-1588,Cow,11,Crossbred,Yes,8,normal,No,No,No,No,No,Don't Know,No,No,No,175391,5.65,6.41,0
BOV-1589,Cow,8,Holstein,Yes,7,decreased,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,1668539,6.69,6.95,1
BOV-1590,Cow,5,Holstein,No,3,normal,Yes,No,No,No,No,Don't Know,No,No,No,160315,4.58,6.41,0
BOV-1591,Cow,9,Crossbred,No,7,normal,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,2100758,7.24,7.33,1
BOV-1592,Cow,6,Holstein,Yes,5,normal,No,Yes,No,No,Yes,Don't Know,Yes,No,Yes,2267982,8.43,6.82,1
BOV-1593,Cow,2,Holstein,No,1,normal,No,No,No,No,No,No,Don't Know,No,No,142716,5.08,6.6,0
BOV-1594,Buffalo,5,Murrah,Yes,4,decreased,No,No,Yes,No,No,Yes,Yes,No,Yes,537081,6.93,7.03,1
BOV-1595,Cow,4,Sahiwal,No,2,normal,No,No,No,No,No,No,No,No,No,147179,5.45,6.58,0
BOV-1596,Cow,10,Sahiwal,Yes,8,decreased,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1634796,7.92,6.9,1
BOV-1597,Cow,9,Gir,No,7,decreased,Yes,No,Yes,No,Yes,Yes,No,Yes,No,1619438,6.75,7.06,1
BOV-1598,Cow,2,Jersey,No,1,normal,No,No,No,No,No,No,No,No,No,171668,5.46,6.66,0
BOV-1599,Cow,7,Crossbred,Yes,6,decreased,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,512665,9.12,7.35,1
BOV-1600,Cow,10,Crossbred,No,8,normal,No,No,No,No,No,No,No,No,No,152580,5.12,6.58,0
BOV-1601,Cow,8,Crossbred,No,6,normal,No,No,No,No,No,No,Don't Know,No,No,178534,4.86,6.44,0
BOV-1602,Cow,5,Gir,No,3,decreased,No,Yes,No,No,No,No,No,No,No,114389,4.58,6.64,0
BOV-1603,Cow,2,Sahiwal,Yes,1,normal,No,No,No,No,No,No,No,No,No,155922,4.8,6.43,0
BOV-1604,Cow,3,Gir,No,2,normal,No,No,No,No,No,Don't Know,No,No,No,96126,4.73,6.43,0
BOV-1605,Cow,6,Crossbred,Yes,5,decreased,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,2031913,7.9,7.22,1
BOV-1606,Cow,6,Jersey,No,4,normal,No,No,No,No,No,Don't Know,No,No,No,149163,4.53,6.44,0
BOV-1607,Cow,9,Holstein,No,7,normal,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2291141,8.64,7.13,1
BOV-1608,Cow,7,Sahiwal,No,6,normal,No,No,No,No,No,No,No,No,No,167087,5.36,6.45,0
BOV-1609,Cow,9,Sahiwal,Yes,7,decreased,No,No,No,No,No,Don't Know,Yes,No,No,152616,5.03,6.41,0
BOV-1610,Cow,3,Gir,Yes,2,normal,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,711064,8.94,7.12,1
BOV-1611,Buffalo,4,Local,Yes,2,normal,No,No,No,No,No,No,No,No,No,152287,5.38,6.64,0
BOV-1612,Cow,7,Sahiwal,No,5,normal,No,No,Yes,No,No,No,Yes,No,No,57079,4.88,6.64,0
BOV-1613,Cow,11,Crossbred,No,8,normal,Yes,Yes,No,No,Yes,Yes,Yes,No,No,1841502,7.13,6.86,1
BOV-1614,Buffalo,4,Jafarabadi,Yes,3,decreased,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,885450,7.06,6.88,1
BOV-1615,Buffalo,7,Nili-Ravi,No,6,decreased,Yes,Yes,Yes,No,Yes,Don't Know,Yes,Yes,Yes,2336968,8.45,7.2,1
BOV-1616,Cow,7,Crossbred,No,6,decreased,Yes,Yes,Yes,No,Yes,Yes,Don't Know,Yes,Yes,967736,8.51,7.18,1
BOV-1617,Cow,3,Gir,No,1,normal,No,No,No,No,No,Don't Know,Don't Know,No,No,112530,5.39,6.49,0
BOV-1618,Buffalo,8,Murrah,No,7,normal,Yes,No,No,No,No,Yes,No,Yes,No,1320350,8.76,7.33,1
BOV-1619,Cow,3,Jersey,No,1,normal,No,No,No,No,No,No,No,No,No,83666,5.64,6.65,0
BOV-1620,Cow,7,Gir,No,6,normal,Yes,No,No,No,No,No,No,No,No,162917,5.46,6.61,0
BOV-1621,Cow,2,Jersey,No,1,normal,No,No,No,No,No,No,No,No,No,85745,5.54,6.58,0
BOV-1622,Cow,4,Holstein,No,2,normal,Yes,No,No,No,No,No,Don't Know,No,No,124442,5.55,6.57,0
BOV-1623,Cow,3,Jersey,Yes,2,normal,Yes,Yes,Yes,No,No,Yes,Don't Know,No,Yes,975866,6.64,7.38,1
BOV-1624,Cow,8,Holstein,No,7,normal,No,No,No,No,No,Don't Know,No,No,No,185403,5.66,6.63,0
BOV-1625,Cow,5,Holstein,No,4,normal,No,No,No,No,No,Don't Know,No,No,No,117673,4.63,6.5,0
BOV-1626,Cow,9,Jersey,No,8,normal,No,No,No,No,No,Don't Know,Don't Know,No,No,139776,5.19,6.63,0
BOV-1627,Cow,7,Gir,Yes,5,decreased,No,Yes,No,Yes,No,Yes,Yes,No,Yes,2040845,8.26,6.93,1
BOV-1628,Cow,11,Crossbred,Don't Know,8,normal,Yes,No,No,No,No,No,No,No,No,114739,4.59,6.45,0
BOV-1629,Cow,5,Crossbred,No,4,normal,Yes,Yes,Yes,No,No,Yes,Yes,No,No,1716765,9.05,7.19,1
BOV-1630,Cow,6,Holstein,No,5,decreased,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,1730702,8.9,6.93,1
BOV-1631,Buffalo,10,Murrah,Yes,8,normal,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2477817,8.9,7.0,1
BOV-1632,Cow,8,Gir,No,6,normal,No,Yes,No,No,No,No,Yes,No,No,181511,5.66,6.69,0
BOV-1633,Cow,11,Sahiwal,No,8,normal,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,713602,6.75,6.91,1
BOV-1634,Cow,10,Jersey,No,8,normal,No,No,No,No,No,No,No,No,No,67413,4.51,6.42,0
BOV-1635,Cow,8,Holstein,No,6,normal,No,No,No,No,No,No,No,No,No,86540,4.92,6.42,0
BOV-1636,Cow,2,Crossbred,No,1,normal,No,No,No,No,No,No,Don't Know,No,No,175339,5.4,6.59,0
BOV-1637,Cow,9,Gir,Yes,8,decreased,No,No,No,No,No,Yes,No,No,No,189306,4.66,6.62,0
BOV-1638,Cow,5,Jersey,Yes,4,decreased,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,1558084,7.01,6.91,1
BOV-1639,Cow,4,Gir,No,2,normal,No,No,No,No,No,No,Don't Know,No,No,150128,5.21,6.61,0
BOV-1640,Cow,8,Jersey,No,7,normal,No,No,No,No,No,No,Don't Know,No,No,52263,4.91,6.51,0
